eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
head_of_cabinet_promotion_cost_modifier,,none,EU5-specific cabinet action,Head of the Cabinet Promotion Cost Modifier,country,multiplicative,"percent, bad",,,
heir_of_any_religion,,none,EU5-specific heir religion rule,Heir of Any Religion,country,boolean,neutral,,,
heir_of_same_religion,,none,EU5-specific heir religion rule,Heir of Same Religion,country,boolean,neutral,,,
heir_of_same_religion_group,,none,EU5-specific heir religion rule,Heir of Same Religion Group,country,boolean,neutral,,,
hide_from_black_death_cost_modifier,,none,EU5-specific plague action,Hide from Black Death Cost,country,multiplicative,"percent, bad",,,
high_lakes_proximity_impact,,none,EU5-specific proximity system,High lakes Proximity Impact,country,,"percent, bad",,,
hills_proximity_impact,,none,EU5-specific proximity system,Hills Proximity Impact,country,,"percent, bad",,,
hills_wasteland_proximity_impact,,none,EU5-specific proximity system,Hills Wasteland Proximity Impact,country,,"percent, bad",,,
hire_advisor_cost_modifier,advisor_cost,high,Direct equivalent - advisor hiring cost,Hire Advisor Cost,country,multiplicative,"percent, bad",Court,Modifies the base cost of advisors.,Multiplicative
hire_artist_cost_modifier,,none,EU5-specific artist system,Hire Artist Cost,country,multiplicative,"percent, bad",,,
hire_mercenary_leader_cost_modifier,,none,EU5-specific mercenary leader hiring,Hire Mercenary Leader Cost,country,multiplicative,"percent, bad",,,
hire_mercenary_premium_cost_modifier,mercenary_cost,medium,Related mercenary hiring cost,Hire Mercenary Premium Cost,country,multiplicative,"percent, bad",Mercenary,Modifies the base cost for mercenary units.,Multiplicative
hire_prisoners_cost_modifier,,none,EU5-specific prisoner recruitment,Hire Prisoners Cost,country,multiplicative,"percent, bad",,,
hire_privateer_cost_modifier,,none,EU5-specific privateer action,Cost of Hiring Privateers,country,multiplicative,"percent, bad",,,
hold_public_kirishitan_mass_cost_modifier,,none,EU5-specific Kirishitan action,Cost of Hold Public Kirishitan Mass Action,country,multiplicative,"percent, bad",,,
honorary_titles_bureaucracy_impact_modifier,,none,EU5-specific Chinese bureaucracy,Honorary Titles Impact,country,multiplicative,"percent, good",,,
honoring_alliance_call_cost_modifier,,none,EU5-specific alliance call action,Honoring Alliance Call Cost,country,multiplicative,"percent, bad",,,
horde_unity_hit_at_ruler_death,,none,EU5-specific horde unity mechanic,Horde Unity Change on Ruler Death,country,,good,,,
host_olympiad_cost_modifier,,none,EU5-specific Olympiad action,Host Olympiad Cost Modifier,country,multiplicative,"percent, bad",,,
hostile_diplomatic_annexation_cost,diplomatic_annexation_cost,medium,Related to diplomatic annexation but hostile-specific,Hostile Diplomatic Annexation Cost,country,,"percent, bad",Diplomacy,Modifies the diplomatic power cost for annexation.,Multiplicative
hre_army_building_cost_modifier,imperial_mercenary_cost,low,Related HRE military cost but different unit type,Imperial Army Building Cost Modifier,country,multiplicative,"percent, bad",Holy Roman Empire,Modifies the cost of mercenary companies for nations within the Holy Roman Empire.,Multiplicative
hussite_wars_actions_price_cost_modifier,,none,EU5-specific Hussite Wars situation,Hussite Wars Situation Actions Cost Modifier,country,multiplicative,"percent, bad",,,
hyw_main_actions_price_cost_modifier,,none,EU5-specific Hundred Years War actions,Hundred Years' War Main Actions Cost,country,multiplicative,"percent, bad",,,
ignore_doom,,none,EU5-specific doom mechanic,Ignores Doom,country,boolean,good,,,
ignore_same_religion_colonial_claim,,none,EU5-specific colonial claim rule,Ignore Religious Colonial Claims,country,boolean,good,,,
ignore_zone_of_control,can_bypass_forts,high,Both allow ignoring fort zone of control,Ignore Zone of Control,country,boolean,good,Military,Allows units to ignore fort zones of control.,Constant
imperial_army_contribution_price_cost_modifier,,none,EU5-specific HRE contribution,Imperial Army Contribution Cost Modifier,country,multiplicative,"percent, neutral",,,
imperial_authority_modifier,imperial_authority,high,Both modify imperial authority impact,Imperial Authority Modifier,all,multiplicative,"percent, good",Holy Roman Empire,Modifies the impact of imperial authority gains.,Multiplicative
imperial_contribution_price_cost_modifier,,none,EU5-specific HRE contribution,Imperial Contribution Cost Modifier,country,multiplicative,"percent, neutral",,,
imperial_senate_bureaucracy_impact_modifier,,none,EU5-specific Byzantine bureaucracy,Imperial Senate Impact,country,multiplicative,"percent, good",,,
imperial_treasury_contribution_price_cost_modifier,,none,EU5-specific HRE treasury contribution,Imperial Treasury Contribution Cost Modifier,country,multiplicative,"percent, neutral",,,
implement_bureaucracy_price_cost_modifier,,none,EU5-specific bureaucracy action,Implement Bureaucracy Price Modifier,country,multiplicative,"percent, bad",,,
import_efficiency,,none,EU5-specific trade import mechanic,Import Efficiency,country,,"percent, good",,,
improve_our_cultural_view_price_cost_modifier,,none,EU5-specific culture opinion action,Improve our Cultural opinion Cost Modifier,country,multiplicative,"percent, bad",,,
improve_relation_impact,improve_relation_modifier,high,Direct equivalent - improve relations speed,Improve Relations,country,,"percent, good",Diplomacy,Modifies the speed of the ‘Improve Relations’ diplomatic action.,Multiplicative
increase_clergy_satisfaction_from_religious_sects_cost_modifier,,none,EU5-specific religious sect action,Cost of Appease the Temples Action,country,multiplicative,"percent, bad",,,
increase_levies_from_shogun_court_cost_modifier,,none,EU5-specific shogun court action,Cost of Increase Levies Action,country,multiplicative,"percent, bad",,,
increase_literacy_from_religious_sects_cost_modifier,,none,EU5-specific literacy action,Cost of Increase Literacy Action,country,multiplicative,"percent, bad",,,
increase_peasant_satisfaction_from_ikko_ikki_cost_modifier,,none,EU5-specific Ikko-ikki action,Cost of Appease the Commoners Action,country,multiplicative,"percent, bad",,,
increase_tax_income_from_shogun_court_cost_modifier,,none,EU5-specific shogun court action,Cost of Increase Tax Income Action,country,multiplicative,"percent, bad",,,
indulge_in_bloodbath_cost_modifier,,none,EU5-specific character action,Indulge in Bloodbath Cost,country,multiplicative,"percent, bad",,,
indulge_in_feasts_cost_modifier,,none,EU5-specific character action,Indulge in Feasts Cost,country,multiplicative,"percent, bad",,,
inland_sea_proximity_impact,,none,EU5-specific proximity system,Inland sea Proximity Impact,country,,"percent, bad",,,
institution_growth,global_institution_spread,medium,Related institution spread but EU5 is generic growth,Institution Growth,country,,good,Technology,Modifies the rate of spread for institutions in all owned provinces.,Multiplicative
institution_importance_modifier,,none,EU5-specific AI importance modifier,Institution Importance Modifier,country,multiplicative,good,,,
intervene_in_italian_campaign_price_cost_modifier,,none,EU5-specific Italian Wars action,Intervene in Italian Campaign Cost,country,multiplicative,"percent, bad",,,
inti_ceremonial_festivals_cost_modifier,,none,EU5-specific Inca religious action,Cost of Host a Ceremony Religious Action,country,multiplicative,"percent, bad",,,
invade_neighbor_beylik_price_cost_modifier,,none,EU5-specific Ottoman action,Invade Neighbor Beylik Cost Modifier,country,multiplicative,"percent, bad",,,
invite_artist_cost_modifier,,none,EU5-specific artist system,Invite Artist Cost,country,multiplicative,"percent, bad",,,
invite_foreign_cleric_cost_modifier,,none,EU5-specific religious action,Invite Foreign Cleric Cost,country,multiplicative,"percent, bad",,,
invite_patriarch_delegation_cost_modifier,,none,EU5-specific Orthodox action,Invite Patriarch Delegation Cost,country,multiplicative,"percent, bad",,,
invite_religious_figure_different_school_cost_modifier,,none,EU5-specific religious school action,Invite Religious Figure from New School Cost,country,multiplicative,"percent, bad",,,
invite_religious_figure_same_school_cost_modifier,,none,EU5-specific religious school action,Invite Religious Figure from Same School Cost,country,multiplicative,"percent, bad",,,
irrigant_cap_level,,none,EU5-specific irrigation building,Irrigation Max Level,country,,good,,,
is_battles_preordained,,none,EU5-specific mechanic,Everything is Preordained,country,boolean,good,,,
is_excluded_from_electorship,,none,EU5-specific HRE elector exclusion,Excluded from Electorship,country,boolean,bad,,,
is_hre_elector,,none,EU5-specific HRE elector flag,Is Elector,country,boolean,good,,,
is_pope,,none,EU5-specific pope flag,Is the Pope,country,boolean,good,,,
is_senior_partner,,none,EU5-specific PU/union flag,Is Senior Partner,country,boolean,good,,,
isolate_cities_black_death_cost_modifier,,none,EU5-specific plague action,Isolating the Cities Cost,country,multiplicative,"percent, bad",,,
iw_send_aid_price_cost_modifier,,none,EU5-specific Italian Wars action,Send Aid Cost,country,multiplicative,"percent, bad",,,
join_autocephalous_patriarchate_cost_modifier,,none,EU5-specific Orthodox action,Join Autocephalous Patriarchate Cost,country,multiplicative,"percent, bad",,,
join_branch_cost_modifier,,none,EU5-specific religious branch action,Join Branch Cost,country,multiplicative,"percent, bad",,,
join_italian_wars_price_cost_modifier,,none,EU5-specific Italian Wars action,Join a League Cost,country,multiplicative,"percent, bad",,,
join_sect_cost_modifier,,none,EU5-specific religious sect action,Join Sect Cost,country,multiplicative,bad,,,
jurchen_confederation_law_price_cost_modifier,,none,EU5-specific Jurchen action,Jurchen Confederation Law Cost,country,multiplicative,"percent, bad",,,
keep_kami_and_buddha_balanced_from_religious_sects_cost_modifier,,none,EU5-specific Shinto/Buddhist action,Cost of Balance Kami and Buddha Action,country,multiplicative,"percent, bad",,,
kephalai_bureaucracy_impact_modifier,,none,EU5-specific Byzantine bureaucracy,Kephalai Impact,country,multiplicative,"percent, good",,,
lack_of_control_impact_on_warscore,,none,EU5-specific control-warscore mechanic,Control Impact on Warscore,country,,"percent, good",,,
lakes_proximity_impact,,none,EU5-specific proximity system,Lakes Proximity Impact,country,,"percent, bad",,,
land_cost_going_downstream,,none,EU5-specific proximity/river system,Proximity Cost of going downstream along a River,country,,bad,,,
land_cost_going_upstream,,none,EU5-specific proximity/river system,Proximity Cost of going upstream along a River,country,,bad,,,
land_cost_on_distance_from_capital,,none,EU5-specific proximity/distance system,Land Proximity Cost without infrastructure,country,,bad,,,
land_cost_on_distance_from_capital_speed_propagation,,none,EU5-specific proximity system,Proximity Speed through Land,country,,"percent, good",,,
land_cost_on_frozen_water,,none,EU5-specific proximity system,Proximity Cost on Frozen Water,country,,bad,,,
land_morale,land_morale_constant,high,Both add to base land morale,Army Morale,unit,,good,Military,Adds to the land morale of land units.,Additive
land_morale_attrition_cost,,none,EU5-specific morale attrition,Army Morale Attrition Cost,unit,,"percent, bad",,,
land_morale_modifier,land_morale,high,Direct equivalent - land morale modifier,Army Morale,unit,multiplicative,"percent, good",Military,Modifies the land morale of land units.,Multiplicative
land_morale_movement_cost,,none,EU5-specific morale movement cost,Army Morale Movement Cost,unit,,"percent, bad",,,
land_morale_recovery,recover_army_morale_speed,high,Direct equivalent - army morale recovery speed,Army Morale Recovery Speed,unit,,"percent, good",Military,Modifies the army morale recovery speed.,Multiplicative
land_unit_attrition,land_attrition,high,Direct equivalent - land unit attrition,Army Attrition,unit,,"percent, bad",Military,Modifies the attrition taken by land units.,Multiplicative
landfriede_cooldown,,none,EU5-specific HRE Landfriede mechanic,Landfriede Time Delay,country,,bad,,,
landfriede_flat_cost,,none,EU5-specific HRE Landfriede mechanic,Landfriede Cost,country,,bad,,,
language_change_threshold_modifier,,none,EU5-specific language system,Language Change Threshold Modifier,country,multiplicative,good,,,
lat_access_to_latin_reintegration_cabinet,,none,EU5-specific cabinet action,Reintegrate Province Cabinet Action,country,boolean,good,,,
